platform,text,link_count,emoji_count,hashtag_count,follower_ratio,duplicate_score,forward_count,urgent_words,rating,account_age_days,label
YouTube,Very informative tutorial,1,3,0,0,0,6,2,0,540,0
Instagram,Amazing photography,0,5,8,0.94,0,46,4,0,450,0
WhatsApp,Forward this message and win prize,4,2,9,0,0,50,3,0,0,1
YouTube,Very informative tutorial,2,1,6,0,0,11,5,0,1691,0
Email,Your account suspended click link,3,4,0,0,0,50,6,0,0,1
Instagram,Free followers now,0,7,25,3.06,0,23,3,0,1226,1
YouTube,Earn money fast click here,4,7,6,0,0,26,1,0,631,1
Instagram,Amazing photography,1,3,9,2.64,0,40,5,0,1277,0
Website Review,Best product ever highly recommended,1,1,1,0,0.61,47,5,1,1807,0
SMS,"Win ₹50,000 now click here",3,4,4,0,0,23,6,0,0,1
WhatsApp,Forward this message and win prize,2,5,10,0,0,69,3,0,0,1
Website Review,Best product ever highly recommended,0,6,3,0,0.99,12,5,3,1862,0
YouTube,Earn money fast click here,4,9,3,0,0,49,5,0,773,1
SMS,"Win ₹50,000 now click here",2,1,10,0,0,25,5,0,0,1
Website Review,Best product ever highly recommended,1,1,2,0,0.14,15,1,3,44,0
Email,Meeting scheduled tomorrow,1,2,1,0,0,36,4,0,0,0
Instagram,Free followers now,2,8,26,1.2,0,22,5,0,1177,1
SMS,"Win ₹50,000 now click here",2,3,2,0,0,50,7,0,0,1
Instagram,Free followers now,3,5,25,1.5,0,18,5,0,1712,1
YouTube,Earn money fast click here,3,6,4,0,0,18,4,0,1148,1
SMS,"Win ₹50,000 now click here",0,0,8,0,0,8,5,0,0,1
Website Review,Best product ever highly recommended,0,1,9,0,0.16,47,0,5,1447,0
Website Review,Best product ever highly recommended,1,3,2,0,0.76,35,5,2,1546,0
WhatsApp,Family meeting at 6 PM,2,4,2,0,0,8,0,0,0,0
Instagram,Free followers now,1,4,25,2.31,0,43,5,0,136,1
Instagram,Free followers now,0,6,30,1.17,0,39,0,0,1890,1
YouTube,Earn money fast click here,2,7,0,0,0,15,2,0,546,1
Website Review,Fake review buy now,0,3,0,0,0.46,10,1,1,1889,1
WhatsApp,Family meeting at 6 PM,0,1,4,0,0,25,4,0,0,0
SMS,"Win ₹50,000 now click here",2,0,7,0,0,50,4,0,0,1
WhatsApp,Forward this message and win prize,2,2,4,0,0,48,7,0,0,1
YouTube,Very informative tutorial,0,6,7,0,0,19,1,0,47,0
YouTube,Very informative tutorial,0,5,8,0,0,27,5,0,597,0
Instagram,Amazing photography,0,7,10,0.56,0,33,1,0,1395,0
Email,Meeting scheduled tomorrow,1,2,0,0,0,10,1,0,0,0
YouTube,Earn money fast click here,1,7,7,0,0,7,0,0,618,1
Instagram,Amazing photography,0,6,12,2.07,0,0,2,0,1099,0
YouTube,Earn money fast click here,2,5,6,0,0,15,3,0,1534,1
Instagram,Amazing photography,0,5,10,4.47,0,10,3,0,1761,0
Website Review,Best product ever highly recommended,0,1,10,0,0.59,28,1,5,165,0
Email,Your account suspended click link,4,5,1,0,0,50,10,0,0,1
Email,Your account suspended click link,3,0,8,0,0,7,10,0,0,1
Instagram,Free followers now,1,7,26,4.04,0,45,3,0,1581,1
WhatsApp,Family meeting at 6 PM,1,2,3,0,0,49,2,0,0,0
Email,Meeting scheduled tomorrow,0,0,2,0,0,37,2,0,0,0
Email,Meeting scheduled tomorrow,2,1,4,0,0,37,2,0,0,0
WhatsApp,Forward this message and win prize,2,5,6,0,0,46,6,0,0,1
WhatsApp,Family meeting at 6 PM,1,4,0,0,0,1,5,0,0,0
Website Review,Fake review buy now,0,4,10,0,0.92,28,5,2,1955,1
SMS,OTP for login is 445566,0,0,8,0,0,19,5,0,0,0
YouTube,Earn money fast click here,1,10,6,0,0,9,3,0,1565,1
Email,Your account suspended click link,2,2,9,0,0,28,6,0,0,1
WhatsApp,Forward this message and win prize,2,5,0,0,0,74,2,0,0,1
SMS,OTP for login is 445566,0,4,5,0,0,14,3,0,0,0
Website Review,Best product ever highly recommended,1,1,1,0,0.66,41,2,1,1004,0
YouTube,Very informative tutorial,0,1,0,0,0,11,3,0,1646,0
YouTube,Very informative tutorial,1,1,6,0,0,1,0,0,1786,0
WhatsApp,Family meeting at 6 PM,2,1,8,0,0,20,2,0,0,0
Instagram,Amazing photography,0,5,10,0.71,0,50,4,0,1741,0
WhatsApp,Forward this message and win prize,3,3,10,0,0,40,4,0,0,1
YouTube,Earn money fast click here,2,10,4,0,0,41,4,0,500,1
WhatsApp,Forward this message and win prize,4,5,3,0,0,66,2,0,0,1
WhatsApp,Family meeting at 6 PM,1,1,6,0,0,47,0,0,0,0
Website Review,Best product ever highly recommended,0,3,7,0,0.33,25,5,3,1040,0
YouTube,Earn money fast click here,1,10,2,0,0,20,5,0,1959,1
Website Review,Fake review buy now,1,6,6,0,0.67,34,4,3,1172,1
WhatsApp,Family meeting at 6 PM,0,0,4,0,0,4,5,0,0,0
Website Review,Fake review buy now,1,5,10,0,0.32,3,2,2,1814,1
SMS,OTP for login is 445566,0,0,2,0,0,9,2,0,0,0
YouTube,Very informative tutorial,0,2,2,0,0,9,4,0,609,0
YouTube,Earn money fast click here,4,5,3,0,0,12,4,0,1676,1
SMS,OTP for login is 445566,0,3,4,0,0,45,0,0,0,0
Website Review,Best product ever highly recommended,0,3,7,0,0.7,25,4,4,629,0
Email,Meeting scheduled tomorrow,2,3,7,0,0,39,1,0,0,0
SMS,"Win ₹50,000 now click here",0,5,10,0,0,46,6,0,0,1
SMS,"Win ₹50,000 now click here",0,0,3,0,0,11,8,0,0,1
WhatsApp,Family meeting at 6 PM,2,0,3,0,0,39,4,0,0,0
Instagram,Free followers now,3,8,27,2.73,0,16,4,0,259,1
YouTube,Earn money fast click here,1,8,0,0,0,10,2,0,1994,1
SMS,"Win ₹50,000 now click here",2,4,1,0,0,20,3,0,0,1
Website Review,Best product ever highly recommended,0,3,0,0,0.91,19,1,2,697,0
WhatsApp,Forward this message and win prize,4,2,10,0,0,53,7,0,0,1
Website Review,Best product ever highly recommended,0,6,1,0,0.74,20,4,1,918,0
Email,Your account suspended click link,5,1,5,0,0,21,8,0,0,1
Email,Meeting scheduled tomorrow,1,0,2,0,0,32,2,0,0,0
Website Review,Best product ever highly recommended,2,2,7,0,0.5,1,4,4,1795,0
SMS,OTP for login is 445566,2,1,0,0,0,18,4,0,0,0
YouTube,Very informative tutorial,2,3,2,0,0,6,5,0,663,0
Instagram,Free followers now,1,5,25,0.03,0,36,2,0,255,1
SMS,OTP for login is 445566,1,0,8,0,0,20,3,0,0,0
SMS,"Win ₹50,000 now click here",0,0,9,0,0,47,4,0,0,1
Website Review,Fake review buy now,0,2,7,0,0.67,18,0,3,1974,1
WhatsApp,Family meeting at 6 PM,1,1,9,0,0,10,5,0,0,0
Instagram,Free followers now,3,6,23,4.71,0,8,3,0,951,1
Website Review,Fake review buy now,1,2,1,0,0.38,42,2,4,1996,1
Website Review,Fake review buy now,1,6,6,0,0.59,21,5,2,1079,1
WhatsApp,Family meeting at 6 PM,2,5,4,0,0,1,0,0,0,0
Instagram,Free followers now,0,7,21,4.27,0,11,0,0,169,1
SMS,OTP for login is 445566,1,3,0,0,0,46,0,0,0,0
WhatsApp,Family meeting at 6 PM,0,3,0,0,0,32,1,0,0,0
SMS,OTP for login is 445566,0,5,0,0,0,23,3,0,0,0
Website Review,Fake review buy now,0,4,9,0,0.67,11,3,3,1375,1
Instagram,Amazing photography,2,3,5,1.94,0,11,1,0,894,0
Instagram,Free followers now,2,4,20,3,0,32,5,0,603,1
YouTube,Earn money fast click here,1,8,7,0,0,18,1,0,1645,1
Email,Your account suspended click link,5,1,8,0,0,47,5,0,0,1
YouTube,Very informative tutorial,1,1,10,0,0,28,3,0,1780,0
WhatsApp,Family meeting at 6 PM,0,1,5,0,0,45,5,0,0,0
Website Review,Fake review buy now,0,7,10,0,0.74,30,5,2,175,1
Instagram,Free followers now,3,4,21,2.65,0,14,4,0,10,1
YouTube,Very informative tutorial,2,6,5,0,0,35,3,0,717,0
Instagram,Free followers now,1,7,27,3.22,0,31,2,0,230,1
WhatsApp,Forward this message and win prize,2,6,9,0,0,75,4,0,0,1
YouTube,Very informative tutorial,1,6,3,0,0,22,3,0,1494,0
Website Review,Fake review buy now,2,4,4,0,0.99,48,0,4,1288,1
Website Review,Best product ever highly recommended,0,2,8,0,0.91,4,2,3,825,0
WhatsApp,Forward this message and win prize,3,5,0,0,0,57,3,0,0,1
Instagram,Amazing photography,0,5,15,4.73,0,18,1,0,176,0
Email,Your account suspended click link,4,5,4,0,0,37,9,0,0,1
WhatsApp,Family meeting at 6 PM,1,2,2,0,0,38,5,0,0,0
Email,Your account suspended click link,4,5,3,0,0,47,5,0,0,1
WhatsApp,Forward this message and win prize,1,1,5,0,0,47,3,0,0,1
WhatsApp,Forward this message and win prize,3,2,1,0,0,36,3,0,0,1
Instagram,Amazing photography,0,2,10,3.82,0,38,5,0,667,0
YouTube,Very informative tutorial,1,6,4,0,0,42,5,0,1734,0
WhatsApp,Family meeting at 6 PM,1,1,8,0,0,36,4,0,0,0
Website Review,Fake review buy now,3,5,5,0,0.64,13,2,3,750,1
YouTube,Very informative tutorial,1,6,4,0,0,47,0,0,1976,0
WhatsApp,Forward this message and win prize,3,2,10,0,0,27,3,0,0,1
Website Review,Best product ever highly recommended,2,3,1,0,0.67,26,0,1,166,0
Website Review,Fake review buy now,1,2,6,0,0.43,5,0,1,240,1
WhatsApp,Forward this message and win prize,2,3,6,0,0,30,7,0,0,1
YouTube,Very informative tutorial,1,1,8,0,0,22,4,0,1178,0
WhatsApp,Family meeting at 6 PM,2,5,9,0,0,10,5,0,0,0
Website Review,Best product ever highly recommended,2,6,7,0,0.21,48,3,3,1723,0
WhatsApp,Forward this message and win prize,1,2,6,0,0,68,2,0,0,1
Website Review,Fake review buy now,3,7,8,0,0.91,25,0,3,1659,1
YouTube,Very informative tutorial,0,1,3,0,0,0,2,0,1466,0
WhatsApp,Forward this message and win prize,4,2,10,0,0,45,6,0,0,1
Instagram,Free followers now,1,8,27,4.46,0,46,3,0,31,1
Email,Your account suspended click link,5,4,1,0,0,44,6,0,0,1
Email,Your account suspended click link,3,5,10,0,0,24,9,0,0,1
WhatsApp,Forward this message and win prize,1,2,2,0,0,52,4,0,0,1
Website Review,Best product ever highly recommended,2,4,0,0,0.82,29,4,2,1585,0
Website Review,Best product ever highly recommended,0,6,10,0,0.61,26,3,3,1547,0
Instagram,Free followers now,0,8,23,0.63,0,24,2,0,599,1
Email,Your account suspended click link,2,1,5,0,0,36,8,0,0,1
Email,Meeting scheduled tomorrow,1,2,5,0,0,48,5,0,0,0
Instagram,Free followers now,3,8,21,2.49,0,5,0,0,1557,1
Instagram,Free followers now,2,6,30,0.19,0,40,1,0,1737,1
WhatsApp,Family meeting at 6 PM,0,0,1,0,0,11,2,0,0,0
Website Review,Best product ever highly recommended,1,3,1,0,0.48,19,2,1,922,0
YouTube,Earn money fast click here,1,8,0,0,0,32,1,0,1129,1
Instagram,Free followers now,3,4,24,3.86,0,45,0,0,64,1
YouTube,Very informative tutorial,0,4,1,0,0,7,0,0,928,0
YouTube,Earn money fast click here,2,9,10,0,0,6,5,0,775,1
WhatsApp,Forward this message and win prize,3,5,3,0,0,75,7,0,0,1
Instagram,Amazing photography,0,5,14,1.85,0,19,1,0,1498,0
Instagram,Free followers now,2,9,29,1.32,0,15,4,0,417,1
Website Review,Best product ever highly recommended,0,4,6,0,0.25,8,0,3,995,0
WhatsApp,Family meeting at 6 PM,0,4,8,0,0,32,5,0,0,0
Email,Meeting scheduled tomorrow,2,2,5,0,0,42,1,0,0,0
Website Review,Fake review buy now,0,6,9,0,0.72,18,1,3,1566,1
Email,Meeting scheduled tomorrow,1,5,1,0,0,27,2,0,0,0
WhatsApp,Family meeting at 6 PM,0,0,7,0,0,38,1,0,0,0
WhatsApp,Forward this message and win prize,4,4,0,0,0,70,2,0,0,1
WhatsApp,Family meeting at 6 PM,1,1,4,0,0,3,5,0,0,0
Instagram,Amazing photography,2,7,6,4.55,0,8,5,0,1174,0
Email,Meeting scheduled tomorrow,1,4,5,0,0,13,2,0,0,0
SMS,"Win ₹50,000 now click here",2,2,3,0,0,4,6,0,0,1
Email,Meeting scheduled tomorrow,0,0,5,0,0,29,3,0,0,0
WhatsApp,Family meeting at 6 PM,1,0,8,0,0,33,1,0,0,0
Email,Meeting scheduled tomorrow,0,2,4,0,0,12,5,0,0,0
Email,Your account suspended click link,4,2,8,0,0,29,7,0,0,1
Email,Meeting scheduled tomorrow,2,1,7,0,0,26,0,0,0,0
Website Review,Fake review buy now,1,4,5,0,0.22,35,5,2,1076,1
Website Review,Best product ever highly recommended,0,5,0,0,0.66,31,2,2,1191,0
Website Review,Best product ever highly recommended,2,1,1,0,0.91,24,0,3,306,0
Instagram,Amazing photography,0,3,7,2.8,0,7,5,0,1415,0
SMS,"Win ₹50,000 now click here",2,2,5,0,0,33,4,0,0,1
Website Review,Best product ever highly recommended,0,2,0,0,0.96,32,4,3,1787,0
Website Review,Best product ever highly recommended,2,5,3,0,0.82,3,5,2,1659,0
Instagram,Free followers now,3,4,23,4.66,0,33,0,0,1863,1
Instagram,Amazing photography,1,5,10,4.04,0,35,3,0,1806,0
YouTube,Earn money fast click here,4,10,9,0,0,2,2,0,495,1
YouTube,Very informative tutorial,0,6,4,0,0,2,3,0,1598,0
SMS,"Win ₹50,000 now click here",1,5,7,0,0,8,7,0,0,1
Email,Meeting scheduled tomorrow,0,4,8,0,0,9,4,0,0,0
WhatsApp,Family meeting at 6 PM,0,1,0,0,0,39,5,0,0,0
SMS,"Win ₹50,000 now click here",1,3,5,0,0,30,7,0,0,1
Instagram,Amazing photography,2,7,7,2.52,0,22,2,0,769,0
YouTube,Earn money fast click here,1,8,3,0,0,30,3,0,1660,1
Email,Meeting scheduled tomorrow,0,5,9,0,0,31,1,0,0,0
Website Review,Fake review buy now,1,6,10,0,0.55,43,5,3,1282,1
SMS,OTP for login is 445566,1,0,1,0,0,14,5,0,0,0
Website Review,Best product ever highly recommended,0,1,6,0,0.98,0,2,4,116,0
Website Review,Fake review buy now,3,7,3,0,0.78,6,3,1,802,1
SMS,"Win ₹50,000 now click here",0,2,6,0,0,48,5,0,0,1
Instagram,Free followers now,0,4,20,1.28,0,27,1,0,290,1
Email,Your account suspended click link,2,4,6,0,0,8,7,0,0,1
YouTube,Earn money fast click here,3,7,10,0,0,9,4,0,1914,1
WhatsApp,Forward this message and win prize,1,3,7,0,0,74,4,0,0,1
YouTube,Earn money fast click here,1,8,10,0,0,3,2,0,382,1
WhatsApp,Forward this message and win prize,3,1,2,0,0,30,2,0,0,1
YouTube,Very informative tutorial,0,2,8,0,0,29,0,0,1843,0
WhatsApp,Family meeting at 6 PM,2,4,5,0,0,5,0,0,0,0
YouTube,Earn money fast click here,1,6,9,0,0,7,4,0,376,1
YouTube,Earn money fast click here,3,6,4,0,0,31,5,0,124,1
Website Review,Best product ever highly recommended,1,1,2,0,0.17,24,2,1,215,0
Instagram,Free followers now,3,4,24,3.66,0,27,0,0,337,1
SMS,OTP for login is 445566,0,5,0,0,0,43,0,0,0,0
Email,Your account suspended click link,5,1,2,0,0,44,6,0,0,1
WhatsApp,Family meeting at 6 PM,0,2,1,0,0,46,4,0,0,0
SMS,"Win ₹50,000 now click here",2,5,3,0,0,31,4,0,0,1
YouTube,Earn money fast click here,4,10,0,0,0,18,5,0,1652,1
Website Review,Fake review buy now,1,3,1,0,0.11,45,0,5,1762,1
Website Review,Fake review buy now,1,7,8,0,0.84,47,3,5,170,1
Instagram,Amazing photography,1,3,13,1.19,0,50,0,0,1764,0
WhatsApp,Family meeting at 6 PM,0,2,3,0,0,38,5,0,0,0
Email,Meeting scheduled tomorrow,1,4,9,0,0,8,2,0,0,0
Instagram,Amazing photography,0,4,15,1.51,0,38,3,0,971,0
WhatsApp,Forward this message and win prize,3,1,0,0,0,53,7,0,0,1
Website Review,Best product ever highly recommended,0,2,2,0,0.15,24,2,2,1905,0
SMS,OTP for login is 445566,1,3,10,0,0,14,5,0,0,0
YouTube,Very informative tutorial,0,4,6,0,0,5,1,0,978,0
Email,Your account suspended click link,4,3,6,0,0,40,10,0,0,1
WhatsApp,Family meeting at 6 PM,0,4,8,0,0,44,2,0,0,0
YouTube,Earn money fast click here,3,9,6,0,0,48,0,0,228,1
Email,Your account suspended click link,5,0,1,0,0,11,5,0,0,1
Website Review,Fake review buy now,0,6,4,0,0.72,11,2,3,934,1
WhatsApp,Forward this message and win prize,4,6,8,0,0,33,4,0,0,1
Instagram,Free followers now,3,5,22,0.02,0,9,0,0,912,1
Website Review,Best product ever highly recommended,2,1,7,0,0.73,35,1,1,1380,0
YouTube,Very informative tutorial,0,2,4,0,0,23,5,0,836,0
Instagram,Free followers now,0,5,24,1.81,0,12,2,0,1441,1
Website Review,Fake review buy now,2,2,7,0,0.26,28,3,3,503,1
Instagram,Free followers now,3,7,27,3.77,0,36,3,0,774,1
Instagram,Amazing photography,2,2,8,1.38,0,50,2,0,1158,0
YouTube,Earn money fast click here,1,8,8,0,0,37,2,0,270,1
WhatsApp,Family meeting at 6 PM,0,5,4,0,0,33,4,0,0,0
Instagram,Amazing photography,2,7,8,3.65,0,5,4,0,439,0
WhatsApp,Family meeting at 6 PM,0,5,5,0,0,29,3,0,0,0
WhatsApp,Forward this message and win prize,4,6,1,0,0,36,3,0,0,1
Email,Meeting scheduled tomorrow,0,1,0,0,0,33,3,0,0,0
WhatsApp,Forward this message and win prize,4,1,1,0,0,37,3,0,0,1
SMS,OTP for login is 445566,0,2,7,0,0,22,3,0,0,0
SMS,"Win ₹50,000 now click here",3,5,9,0,0,18,3,0,0,1
YouTube,Very informative tutorial,0,5,0,0,0,12,4,0,1306,0
WhatsApp,Family meeting at 6 PM,1,1,9,0,0,10,5,0,0,0
Website Review,Best product ever highly recommended,0,5,10,0,0.4,37,2,4,687,0
Instagram,Amazing photography,1,6,14,1.17,0,33,2,0,387,0
Website Review,Best product ever highly recommended,0,2,6,0,0.2,25,0,3,1204,0
WhatsApp,Forward this message and win prize,3,1,4,0,0,34,6,0,0,1
Email,Your account suspended click link,3,4,7,0,0,6,7,0,0,1
SMS,"Win ₹50,000 now click here",1,3,9,0,0,44,5,0,0,1
YouTube,Earn money fast click here,4,10,2,0,0,3,2,0,744,1
Email,Your account suspended click link,3,3,9,0,0,33,10,0,0,1
Instagram,Free followers now,3,7,20,4.71,0,48,4,0,1941,1
Instagram,Amazing photography,2,5,14,0.45,0,17,1,0,1345,0
Email,Your account suspended click link,2,5,5,0,0,35,9,0,0,1
Email,Your account suspended click link,5,0,2,0,0,2,7,0,0,1
YouTube,Earn money fast click here,3,7,6,0,0,0,5,0,791,1
SMS,"Win ₹50,000 now click here",2,3,0,0,0,25,8,0,0,1
Website Review,Fake review buy now,0,3,10,0,0.7,10,0,4,280,1
SMS,OTP for login is 445566,0,0,2,0,0,22,4,0,0,0
YouTube,Earn money fast click here,2,6,9,0,0,8,2,0,1941,1
Email,Your account suspended click link,2,3,0,0,0,14,6,0,0,1
WhatsApp,Forward this message and win prize,3,5,0,0,0,71,4,0,0,1
YouTube,Earn money fast click here,1,8,1,0,0,33,1,0,1991,1
YouTube,Earn money fast click here,2,7,7,0,0,4,5,0,1973,1
SMS,"Win ₹50,000 now click here",1,5,7,0,0,0,3,0,0,1
SMS,OTP for login is 445566,1,5,1,0,0,44,1,0,0,0
WhatsApp,Forward this message and win prize,1,6,6,0,0,33,4,0,0,1
YouTube,Very informative tutorial,0,6,4,0,0,4,0,0,1225,0
WhatsApp,Family meeting at 6 PM,2,1,4,0,0,19,3,0,0,0
YouTube,Very informative tutorial,0,4,10,0,0,3,2,0,1653,0
Instagram,Amazing photography,1,4,11,2.63,0,1,0,0,220,0
SMS,"Win ₹50,000 now click here",3,5,4,0,0,39,5,0,0,1
WhatsApp,Forward this message and win prize,3,3,5,0,0,73,5,0,0,1
SMS,"Win ₹50,000 now click here",2,0,8,0,0,48,7,0,0,1
WhatsApp,Forward this message and win prize,3,6,2,0,0,30,2,0,0,1
Instagram,Free followers now,2,8,30,1.87,0,19,2,0,1597,1
YouTube,Very informative tutorial,2,6,8,0,0,22,5,0,344,0
Instagram,Amazing photography,2,6,12,3.27,0,6,1,0,187,0
Email,Your account suspended click link,3,2,4,0,0,0,7,0,0,1
Website Review,Fake review buy now,3,3,8,0,0.74,36,0,1,266,1
Email,Meeting scheduled tomorrow,1,2,7,0,0,26,3,0,0,0
WhatsApp,Forward this message and win prize,1,4,4,0,0,29,5,0,0,1
SMS,"Win ₹50,000 now click here",0,1,10,0,0,11,5,0,0,1
Instagram,Amazing photography,2,3,7,3.5,0,42,0,0,763,0
YouTube,Earn money fast click here,4,8,4,0,0,29,0,0,451,1
SMS,"Win ₹50,000 now click here",3,5,1,0,0,39,3,0,0,1
Email,Meeting scheduled tomorrow,2,5,6,0,0,16,1,0,0,0
SMS,OTP for login is 445566,0,4,10,0,0,5,1,0,0,0
Instagram,Amazing photography,0,4,6,2.4,0,45,5,0,812,0
YouTube,Very informative tutorial,2,5,4,0,0,28,4,0,614,0
Instagram,Free followers now,2,4,28,2.56,0,28,3,0,932,1
Website Review,Fake review buy now,3,4,7,0,0.66,29,1,5,1866,1
Instagram,Free followers now,2,8,23,1.27,0,25,4,0,116,1
WhatsApp,Family meeting at 6 PM,0,2,8,0,0,36,3,0,0,0
YouTube,Earn money fast click here,4,10,1,0,0,32,5,0,839,1
YouTube,Very informative tutorial,0,1,5,0,0,37,0,0,1074,0
YouTube,Earn money fast click here,2,10,4,0,0,39,4,0,1728,1
Instagram,Amazing photography,0,6,5,3.02,0,14,3,0,30,0
YouTube,Very informative tutorial,0,4,10,0,0,8,2,0,1726,0
SMS,OTP for login is 445566,0,0,9,0,0,0,3,0,0,0
Instagram,Free followers now,0,5,23,1.21,0,35,1,0,884,1
Instagram,Amazing photography,0,2,13,2.51,0,11,4,0,493,0
Website Review,Fake review buy now,0,7,2,0,0.27,25,1,3,1999,1
WhatsApp,Family meeting at 6 PM,2,1,7,0,0,31,2,0,0,0
SMS,"Win ₹50,000 now click here",1,2,7,0,0,50,8,0,0,1
WhatsApp,Forward this message and win prize,1,6,6,0,0,67,7,0,0,1
Website Review,Fake review buy now,1,5,1,0,0.66,33,1,1,588,1
Website Review,Fake review buy now,3,3,6,0,0.52,2,0,1,504,1
Instagram,Free followers now,2,9,25,3.42,0,0,2,0,1697,1
Website Review,Best product ever highly recommended,1,1,7,0,0.2,42,1,4,1004,0
WhatsApp,Family meeting at 6 PM,1,1,5,0,0,34,1,0,0,0
WhatsApp,Family meeting at 6 PM,2,2,0,0,0,10,1,0,0,0
SMS,"Win ₹50,000 now click here",0,4,2,0,0,9,5,0,0,1
YouTube,Earn money fast click here,3,8,4,0,0,5,2,0,1682,1
Instagram,Free followers now,1,9,20,0.16,0,0,1,0,793,1
Website Review,Fake review buy now,3,4,1,0,0.49,45,2,3,246,1
YouTube,Earn money fast click here,1,5,8,0,0,28,3,0,580,1
SMS,OTP for login is 445566,1,0,5,0,0,48,4,0,0,0
Email,Your account suspended click link,3,2,9,0,0,28,6,0,0,1
SMS,OTP for login is 445566,2,3,5,0,0,23,1,0,0,0
Instagram,Amazing photography,2,3,8,1.85,0,8,1,0,6,0
WhatsApp,Family meeting at 6 PM,2,1,6,0,0,29,0,0,0,0
WhatsApp,Forward this message and win prize,1,1,1,0,0,35,7,0,0,1
SMS,"Win ₹50,000 now click here",1,5,0,0,0,13,8,0,0,1
Website Review,Best product ever highly recommended,0,4,2,0,0.57,17,2,2,1972,0
YouTube,Very informative tutorial,1,5,5,0,0,3,0,0,1470,0
Instagram,Free followers now,2,4,29,0.92,0,6,2,0,1598,1
Email,Your account suspended click link,4,5,2,0,0,0,9,0,0,1
Website Review,Best product ever highly recommended,0,6,10,0,0.23,36,2,1,873,0
Instagram,Amazing photography,1,2,12,2.43,0,43,3,0,1245,0
WhatsApp,Family meeting at 6 PM,1,0,2,0,0,16,2,0,0,0
Website Review,Best product ever highly recommended,2,6,7,0,0.57,20,2,5,1214,0
SMS,OTP for login is 445566,0,2,2,0,0,20,0,0,0,0
Email,Meeting scheduled tomorrow,0,5,5,0,0,41,1,0,0,0
WhatsApp,Family meeting at 6 PM,2,5,0,0,0,10,0,0,0,0
Website Review,Best product ever highly recommended,1,4,4,0,0.2,25,1,1,339,0
Instagram,Free followers now,3,7,29,1.71,0,33,5,0,1873,1
WhatsApp,Forward this message and win prize,4,5,8,0,0,30,7,0,0,1
WhatsApp,Family meeting at 6 PM,0,5,9,0,0,45,4,0,0,0
YouTube,Very informative tutorial,2,4,4,0,0,13,1,0,492,0
YouTube,Very informative tutorial,0,4,6,0,0,16,2,0,270,0
Email,Meeting scheduled tomorrow,2,4,9,0,0,3,3,0,0,0
Email,Meeting scheduled tomorrow,0,0,8,0,0,30,0,0,0,0
Email,Your account suspended click link,4,5,7,0,0,48,10,0,0,1
Instagram,Amazing photography,1,6,15,4.16,0,5,4,0,1233,0
Instagram,Free followers now,0,8,21,2.82,0,28,0,0,983,1
WhatsApp,Forward this message and win prize,2,5,7,0,0,59,5,0,0,1
YouTube,Very informative tutorial,0,3,5,0,0,40,1,0,269,0
Email,Meeting scheduled tomorrow,2,0,4,0,0,23,1,0,0,0
Email,Meeting scheduled tomorrow,0,1,4,0,0,17,4,0,0,0
Email,Your account suspended click link,5,4,10,0,0,33,8,0,0,1
YouTube,Very informative tutorial,2,5,10,0,0,0,1,0,105,0
SMS,OTP for login is 445566,2,2,3,0,0,19,0,0,0,0
YouTube,Very informative tutorial,0,6,3,0,0,44,2,0,1914,0
YouTube,Very informative tutorial,2,5,4,0,0,34,2,0,1891,0
YouTube,Very informative tutorial,0,5,6,0,0,1,1,0,322,0
WhatsApp,Family meeting at 6 PM,2,1,0,0,0,25,0,0,0,0
SMS,"Win ₹50,000 now click here",3,1,3,0,0,37,3,0,0,1
YouTube,Very informative tutorial,1,4,3,0,0,21,2,0,1632,0
Instagram,Amazing photography,2,5,9,1.11,0,16,0,0,748,0
Email,Your account suspended click link,4,2,1,0,0,35,6,0,0,1
WhatsApp,Family meeting at 6 PM,0,3,9,0,0,43,5,0,0,0
WhatsApp,Family meeting at 6 PM,0,4,9,0,0,9,1,0,0,0
SMS,"Win ₹50,000 now click here",1,4,4,0,0,15,7,0,0,1
SMS,OTP for login is 445566,0,5,10,0,0,26,0,0,0,0
WhatsApp,Family meeting at 6 PM,0,1,8,0,0,44,5,0,0,0
Instagram,Amazing photography,2,2,12,2.28,0,1,1,0,925,0
Instagram,Free followers now,2,8,22,0.19,0,28,4,0,783,1
Website Review,Fake review buy now,0,4,3,0,0.86,49,2,5,1169,1
Email,Meeting scheduled tomorrow,1,5,7,0,0,14,4,0,0,0
Instagram,Free followers now,3,8,27,4.47,0,42,2,0,1696,1
Website Review,Fake review buy now,2,3,9,0,0.16,45,1,2,1140,1
YouTube,Very informative tutorial,2,1,4,0,0,4,3,0,65,0
WhatsApp,Family meeting at 6 PM,0,1,3,0,0,49,5,0,0,0
SMS,OTP for login is 445566,0,5,0,0,0,45,1,0,0,0
Email,Meeting scheduled tomorrow,0,1,1,0,0,10,5,0,0,0
YouTube,Very informative tutorial,0,1,9,0,0,13,3,0,1213,0
SMS,OTP for login is 445566,0,2,1,0,0,23,5,0,0,0
YouTube,Very informative tutorial,1,3,5,0,0,43,4,0,1481,0
YouTube,Very informative tutorial,0,3,3,0,0,30,1,0,1581,0
Instagram,Free followers now,2,8,26,2.19,0,26,3,0,721,1
YouTube,Very informative tutorial,2,2,3,0,0,43,2,0,1518,0
WhatsApp,Family meeting at 6 PM,0,1,7,0,0,34,1,0,0,0
